review_score,delivery_late,total_price
5,0,74.07
5,0,65.75
2,0,60.38
5,0,1015.18
5,0,117.94
5,0,104.85
1,1,169.16
4,0,354.16
5,0,196.05
1,0,187.34
5,0,31.98
4,0,194.66
1,0,254.8
5,0,185.88
5,0,76.94
5,0,32.59
5,0,208.51
5,0,148.15
4,0,196.66
4,0,26.38
5,0,59.05
5,0,21.89
5,0,604.76
5,0,933.14
5,0,28.7
1,0,383.08
4,0,53.6
5,0,75.85
5,0,102.12
5,0,868.19
5,0,506.22
5,0,56.17
3,0,268.62
1,0,24.38
5,0,177.8
1,0,185.96
4,0,85.14
4,0,80.67
5,0,283.86
1,0,198.36
5,0,239.32
4,0,192.16
5,0,50.96
5,0,99.14
4,0,112.55
5,0,290.38
1,1,192.68
5,0,207.97
5,0,675.01
5,0,110.41
5,0,289.98
3,0,137.58
3,0,86.14
5,0,105.39
4,1,181.52
5,1,446.66
5,0,37.72
5,0,162.3
5,0,871.19
5,0,28.26
5,0,61.85
1,0,252.03
5,0,152.64
4,0,227.6
5,0,211.91
5,0,32.51
5,0,401.24
1,1,145.32
5,0,152.04
5,0,94.31
1,1,151.8
5,0,194.12
5,0,236.21
5,0,103.55
4,0,76.55
4,0,553.0
2,0,136.04
5,0,198.82
4,0,280.08
5,0,33.72
5,0,42.5
5,0,209.11
4,0,36.56
5,0,369.92
2,0,37.6
5,0,94.84
5,0,131.16
5,0,36.35
5,1,66.67
5,0,76.07
5,0,109.69
5,0,310.28
2,0,63.17
1,0,43.22
5,0,177.93
1,0,103.12
3,0,625.18
1,1,186.44
3,0,307.18
3,0,121.62
5,0,29.33
5,0,24.38
5,0,70.72
4,0,573.85
5,0,19.77
5,0,88.29
4,0,38.56
5,0,80.55
1,1,60.43
5,0,38.93
5,0,217.86
3,0,95.76
5,0,70.7
1,1,36.85
4,0,160.28
5,0,253.82
5,0,129.15
3,0,223.6
5,0,212.22
5,0,66.67
3,0,124.8
3,0,91.45
2,0,609.66
4,0,86.34
1,0,339.12
5,0,326.75
5,0,129.37
5,0,115.48
5,0,170.6
5,0,113.33
4,0,364.82
5,0,46.14
5,0,175.3
4,0,56.49
2,1,157.78
5,0,94.4
5,0,925.38
5,0,99.34
4,0,185.39
5,0,382.74
4,0,56.38
5,0,1015.8
5,1,35.77
5,0,42.51
4,0,80.2
1,1,109.02
4,0,45.0
4,0,304.5
1,0,89.75
4,0,144.48
5,0,219.45
5,0,117.05
5,0,1499.87
5,0,52.59
5,0,116.94
3,0,376.39
2,1,71.56
1,0,337.24
3,0,61.94
1,0,113.68
4,0,211.92
4,0,171.84
5,0,216.05
5,0,70.89
1,0,1230.0
4,0,113.55
3,0,199.73
4,0,36.69
5,0,102.03
4,0,105.55
1,0,400.2
1,0,92.4
5,0,94.91
5,0,22.69
5,0,45.0
4,0,183.4
5,0,49.38
4,1,26.44
3,0,48.22
5,0,47.04
3,0,261.15999999999997
5,0,70.38
5,0,71.78
4,0,116.0
5,0,40.22
3,0,412.52
5,0,33.32
4,0,247.25
1,1,54.31
5,0,122.19
1,0,708.28
1,0,89.25
1,1,84.36
5,0,35.72
5,0,133.36
1,0,118.88
5,0,203.57
5,0,48.21
5,0,223.14
1,0,85.38
3,0,139.8
4,0,51.05
5,0,78.73
5,0,81.98
4,0,27.62
5,0,816.93
4,0,79.29
2,1,42.77
4,1,250.45
5,0,33.75
5,0,113.94
1,0,136.14
4,0,33.95
5,0,111.74
4,0,40.78
4,0,4163.51
5,0,55.22
3,1,236.29
5,0,40.75
5,0,90.65
5,0,61.13
3,0,485.94
5,0,75.79
5,0,116.94
4,0,35.86
5,0,188.92
5,0,26.29
5,0,686.1
4,0,125.15
5,0,62.78
5,0,156.18
1,1,151.25
1,0,375.53
5,0,153.26999999999998
3,0,251.69
4,0,48.13
4,0,40.92
5,0,265.39
5,0,38.28
5,0,207.57
5,0,194.99
4,0,56.98
4,0,27.3
5,0,142.28
5,0,220.02
5,0,86.15
5,0,129.32
5,0,36.22
5,0,39.41
1,1,98.09
5,0,133.2
1,0,26.68
3,0,179.6
4,0,41.14
5,0,91.06
5,0,53.78
5,0,163.81
5,0,132.7
5,0,64.77
3,0,79.38
5,0,69.22
5,0,58.53
5,0,122.56
5,0,77.5
5,0,43.0
5,0,176.83
4,1,36.69
5,0,1038.9
4,0,172.04
5,0,50.98
4,0,87.36
3,0,74.51
5,0,70.72
1,0,35.45
1,0,217.61
5,0,40.09
4,0,32.09
4,0,275.38
4,0,138.29
5,0,45.22
5,0,52.27
5,0,73.34
5,0,328.69
1,0,363.39
3,1,61.27
4,0,227.98
5,0,669.4
5,0,74.06
4,0,67.53
5,0,219.49
4,0,153.12
5,0,136.4
5,0,384.86
1,0,81.11
4,0,110.25
5,0,49.1
5,0,56.83
5,0,42.27
5,0,99.9
4,0,572.64
5,0,71.14
5,1,83.89
1,0,91.89
5,0,301.79
5,0,141.28
2,1,112.71
1,0,105.51
5,0,35.31
4,0,74.35
5,0,41.62
3,0,109.4
4,0,46.0
5,0,44.23
4,0,82.94
5,0,232.97
5,0,82.98
5,0,77.03
3,0,172.67
5,0,104.54
5,0,481.73
4,0,51.84
4,0,348.46
4,0,108.53
4,0,76.08
5,0,293.38
4,0,102.74
3,0,35.22
5,0,150.59
5,0,131.95
5,0,36.77
4,0,279.98
5,0,260.36
5,0,75.08
1,0,267.48
4,0,76.57
4,0,33.72
5,0,176.16
1,0,140.0
3,0,153.13
5,0,43.1
5,0,163.7
5,0,1139.27
4,0,79.13
4,0,89.67
2,0,247.83
1,0,243.16
5,0,174.19
5,0,46.0
4,0,138.96
1,0,144.65
5,0,99.43
5,0,130.06
5,0,43.41
5,0,319.11
3,0,41.18
5,0,34.22
5,0,102.03
4,0,57.7
3,0,341.4
1,1,113.62
5,0,279.24
3,1,596.27
4,0,57.5
5,0,53.38
5,0,104.7
5,0,110.58
5,0,30.83
5,0,241.5
5,0,112.12
5,0,209.12
5,0,337.84
3,0,133.69
3,0,32.68
5,0,177.87
4,0,67.53
5,0,81.69
2,0,1950.2
4,0,98.14
5,0,25.38
5,0,34.0
4,0,85.41
4,0,68.0
5,0,671.7
5,0,87.83
5,0,158.35
5,0,53.42
5,0,43.79
4,1,1442.84
5,0,249.79
5,0,83.79
5,0,172.4
4,0,75.42
5,0,382.14
4,0,433.43
5,0,50.22
5,0,571.42
5,0,125.42
2,0,105.36
5,0,67.44
1,1,584.33
5,0,122.92
5,0,40.17
4,0,48.62
5,0,77.69
4,0,88.87
5,0,169.01
5,0,68.43
5,0,48.69
5,0,46.69
5,1,44.68
5,0,120.08
5,0,147.15
4,0,146.68
5,0,156.38
5,0,93.82
5,0,474.99
5,0,42.35
5,0,188.45
3,0,254.64
5,0,85.6
5,1,136.91
5,0,14.29
1,0,80.77
5,0,174.21
3,0,142.1
5,0,154.35
5,0,72.34
2,0,94.61
1,1,38.75
4,0,657.56
5,0,214.84
3,0,113.15
3,0,248.22
1,0,58.18
4,0,342.02
5,0,64.69
5,0,321.58
5,0,56.85
5,0,94.9
4,0,46.93
5,0,74.47
4,0,77.98
3,0,80.31
5,0,138.98
5,0,163.64
5,0,116.79
5,0,96.35
5,0,67.5
5,0,82.48
2,1,27.69
5,1,142.11
5,0,26.44
3,1,194.89
4,0,237.47
5,0,56.29
5,0,176.47
5,0,97.66
5,0,36.96
1,0,43.13
5,0,57.69
4,0,340.64
1,1,193.99
5,0,124.12
5,0,175.77
5,0,207.76
5,0,121.2
3,1,101.05
5,0,206.56
5,0,1475.08
5,0,285.63
2,0,209.99
4,0,175.94
4,0,125.97
1,1,129.73
5,0,95.09
1,0,496.89
4,0,36.96
5,0,76.07
4,1,93.75
5,0,202.74
5,0,142.82
5,0,119.79
5,0,168.36
5,0,53.52
3,0,74.07
4,0,64.18
5,0,460.18
5,1,1474.76
5,0,155.14
5,0,99.72
1,0,287.03
1,0,153.72
5,0,487.17
5,0,1047.32
3,0,36.78
1,0,197.78
5,0,130.88
5,0,127.38
4,0,47.03
4,0,195.63
5,0,97.39
5,1,19.26
3,0,58.74
5,0,120.33
5,1,82.37
5,0,57.44
4,0,34.51
5,0,70.02
4,0,87.87
5,0,139.29
4,1,28.2
5,0,45.09
5,0,116.5
4,0,740.55
5,0,164.61
5,0,49.64
5,0,105.37
4,0,540.76
5,0,138.74
4,0,104.12
5,0,79.17
1,1,102.6
4,0,277.97
5,0,118.53
5,1,36.44
3,0,111.89
5,0,39.1
5,0,43.41
4,0,83.68
4,0,36.69
5,0,156.84
4,0,86.38
5,0,60.1
5,0,54.09
5,0,109.06
1,0,249.35
4,0,633.5
5,0,55.09
5,0,160.77
1,0,105.94
5,0,35.86
1,0,231.8
4,0,253.17
5,0,28.01
5,0,69.44
5,0,34.0
5,0,89.86
5,0,340.09
5,0,354.08
5,0,236.97
5,0,155.14
5,0,47.68
5,0,51.19
3,0,38.38
3,0,220.02
5,0,247.69
5,0,76.1
4,0,198.86
4,0,39.09
2,0,281.0
5,0,266.62
5,0,1861.26
1,0,202.5
4,0,50.71
5,0,265.95
3,0,61.38
2,0,46.09
2,0,38.95
1,1,187.39
5,0,175.86
5,0,144.56
5,0,338.52
5,0,76.08
5,0,190.75
5,0,163.21
3,0,39.6
5,0,42.63
4,0,225.72
5,0,89.17
3,0,242.16
5,0,59.27
4,0,287.84
4,0,76.98
5,0,50.35
5,0,42.58
1,0,113.8
5,0,64.21
5,0,37.76
3,0,62.28
1,0,122.98
5,0,73.35
5,0,126.19
5,1,162.55
5,0,123.78
1,0,210.85
5,0,81.99
4,0,378.84
5,0,106.87
5,0,563.64
1,1,121.88
5,1,1603.08
4,0,316.85
1,1,218.1
1,0,78.86
4,0,64.19
2,0,193.92
5,0,60.36
5,0,108.75
5,0,278.43
4,0,136.9
2,0,67.44
5,0,279.05
4,0,142.96
5,0,153.17
4,0,1205.0
1,0,155.14
5,0,126.68
5,0,230.78
4,0,62.78
5,0,37.58
3,0,65.03
5,1,414.0
5,0,92.32
5,0,77.77
4,0,190.16
4,0,2713.36
5,0,335.47
1,1,85.73
5,0,35.0
5,0,72.15
1,0,87.44
5,0,215.82
5,0,177.55
3,0,158.3
2,0,153.7
5,0,59.79
1,0,13664.08
5,0,109.49
5,0,42.69
4,0,56.85
5,0,390.77
5,0,42.09
5,0,26.09
1,0,36.78
5,0,107.38
4,0,290.07
3,0,154.76
4,0,66.11
5,0,55.0
5,0,114.75
4,0,123.28
5,0,67.5
3,0,63.09
5,0,94.48
5,0,102.64
2,1,53.14
5,0,156.33
4,0,227.27
1,1,675.86
5,1,170.58
5,0,363.8
5,0,33.24
5,0,55.22
5,0,222.97
5,0,165.04
5,0,464.78
5,0,107.22
5,0,74.76
5,0,76.29
3,0,34.09
5,0,46.85
5,0,117.86
5,0,201.54
5,0,261.8
4,0,59.75
2,0,92.5
5,0,120.2
5,0,35.71
1,0,3184.34
1,1,74.07
4,0,132.34
3,0,90.0
3,1,106.15
3,0,98.51
5,0,132.04
1,0,55.06
2,1,91.18
1,1,876.5
4,0,14.62
4,0,40.27
4,0,173.44
3,0,162.15
4,0,125.38
5,0,107.85
5,0,27.4
5,0,612.38
5,0,44.09
5,1,356.51
1,1,445.64
2,0,653.64
2,0,73.34
5,0,48.69
5,0,147.78
5,0,94.12
5,0,194.48
5,0,76.88
4,0,761.95
5,0,55.78
5,0,129.86
3,0,110.89
5,0,25.5
3,0,97.43
1,1,135.49
5,0,683.95
5,0,157.81
5,0,65.13
4,0,86.51
5,0,86.34
5,0,308.53
5,0,88.37
5,0,27.38
5,0,25.0
5,0,108.46
5,0,184.99
1,0,205.68
3,0,57.6
5,0,149.15
1,0,72.27
3,0,132.08
5,0,157.3
5,0,69.9
5,0,342.07
1,0,154.26
5,0,61.0
5,0,72.93
5,0,47.61
5,0,206.32
5,0,37.65
4,0,71.75
4,1,105.38
5,0,53.43
5,0,163.24
5,0,727.98
5,0,74.94
5,0,102.3
4,1,60.66
5,0,78.48
1,1,90.06
4,0,119.84
5,0,54.82
3,0,67.36
5,0,305.16
5,0,185.88
5,0,115.05
4,0,108.5
2,0,55.85
4,0,209.94
3,0,772.5
5,0,117.93
5,0,128.0
5,0,742.57
4,0,206.07
5,0,111.21
4,0,437.75
1,1,51.68
5,0,96.93
3,0,177.16
5,0,28.29
5,0,103.14
1,0,501.72
5,0,78.79
5,0,175.38
5,0,61.77
5,0,149.96
5,0,123.26
5,0,2844.96
1,0,114.98
4,0,38.22
3,0,149.4
5,0,1644.57
5,0,77.57
5,0,312.59
1,0,242.84
4,0,67.83
5,0,86.02
1,0,67.24
5,0,97.65
5,0,228.5
4,0,116.24
4,0,133.02
5,0,69.33
5,0,77.57
5,0,93.62
4,0,492.99
2,0,31.0
1,1,328.38
5,0,14.84
1,0,190.04
5,0,245.94
5,0,56.85
4,0,227.56
3,0,148.58
5,0,110.55
5,0,32.77
4,1,683.07
5,0,73.65
5,0,92.18
5,0,242.1
5,0,57.11
4,0,294.18
4,0,157.34
5,0,126.18
5,0,348.99
4,0,360.95
5,0,120.2
4,1,203.34
3,0,115.34
4,0,39.94
5,1,102.93
3,1,379.97
3,0,62.65
5,0,162.1
2,0,312.37
4,0,184.22
5,0,177.86
5,0,59.75
4,0,66.32
5,0,143.89
1,0,102.03
2,0,55.28
5,0,43.2
1,0,296.28
3,0,28.34
5,0,365.25
5,0,211.6
4,0,61.64
4,0,61.98
3,0,35.0
1,0,62.39
1,0,199.8
4,0,79.37
5,0,42.68
5,0,80.33
5,1,148.06
1,1,205.85
4,0,203.83
5,0,278.34
5,0,20.77
5,0,123.52
4,0,51.05
5,0,173.88
1,0,122.41
1,0,182.36
3,1,125.93
5,0,226.22
5,0,27.39
5,0,297.27
5,0,33.23
5,0,117.94
5,0,82.13
5,0,96.32
5,0,138.62
5,0,58.0
4,0,93.12
5,0,136.27
5,0,315.61
5,0,290.22
1,1,24.23
1,0,73.38
5,0,95.3
4,0,22.380000000000003
4,0,39.49
5,0,207.52
5,0,34.27
5,0,104.19
4,0,115.35
4,0,149.86
5,0,196.37
4,0,114.64
5,0,79.11
2,1,47.36
5,0,312.61
5,0,132.06
1,0,57.64
5,0,148.13
5,0,78.84
5,0,87.64
5,0,160.17
5,0,72.05
4,0,203.96
5,0,37.9
5,0,25.77
1,0,246.35
4,0,211.28
5,0,81.15
3,0,156.84
5,0,1388.98
4,0,152.79
5,0,82.98
5,0,266.75
5,0,81.63
5,0,821.98
4,0,90.84
5,0,319.12
3,0,219.87
3,0,96.47
5,0,207.67
5,0,36.98
1,0,105.28
4,0,68.64
1,1,143.2
5,0,94.77
5,0,236.81
5,0,37.77
5,0,127.41
4,0,212.73
5,0,473.73
5,0,177.91
5,0,87.64
4,1,85.4
5,0,142.07
1,0,317.48
5,0,39.09
5,1,97.5
4,0,32.69
5,0,75.76
5,0,141.31
1,1,37.93
5,0,156.16
5,0,96.29
2,0,156.22
1,0,51.52
4,0,415.54
3,0,76.89
5,0,20.23
1,0,52.01
4,0,338.77
5,0,181.82
5,0,104.84
5,0,70.91
5,0,161.34
5,0,44.24
5,0,291.37
1,0,130.67
5,0,159.16
1,0,92.34
5,0,68.61
4,0,851.82
5,0,107.27
4,0,108.39
3,1,352.55
3,1,134.09
5,0,124.52
5,0,106.06
5,0,90.88
2,0,123.47
5,0,61.38
5,0,39.09
5,0,70.75
3,0,169.15
5,0,54.97
5,0,126.57
5,0,153.64
2,0,43.9
4,0,124.44
5,0,232.48
5,0,72.84
5,0,107.55
3,0,303.02
5,0,89.48
4,0,415.78
5,0,89.27
1,0,145.56
5,0,81.89
4,1,196.01
1,0,136.64
5,0,59.43
4,0,252.89
4,0,60.58
5,0,51.85
5,0,27.22
4,0,79.94
4,0,246.36
1,0,52.38
3,0,72.7
3,0,139.07
3,0,166.67
5,0,174.74
3,0,67.83
1,0,212.03
5,0,25.72
5,0,39.6
5,0,32.51
1,0,120.97
5,0,70.8
5,0,73.5
4,1,68.02
4,0,94.4
5,0,118.75
5,0,37.78
5,0,330.52
5,0,141.23
5,0,64.34
5,0,104.93
5,0,43.79
4,0,152.5
5,0,132.83
5,0,116.9
5,0,194.96
5,0,137.02
5,1,44.23
3,0,80.43
5,0,135.08
2,0,145.18
4,0,116.36
4,0,82.65
4,0,76.08
5,0,35.79
5,0,43.38
5,0,949.62
5,0,81.66
3,1,89.44
5,0,59.09
5,0,27.68
5,0,312.78
5,0,55.23
5,0,63.52
5,0,78.78
4,0,213.38
5,1,39.75
1,1,138.6
5,0,329.48
5,0,35.38
4,0,51.64
5,0,93.12
4,0,179.94
5,0,136.49
5,0,457.2
4,0,445.32
1,1,75.25
5,0,172.1
1,0,204.96
4,1,84.48
5,0,118.17
4,0,123.52
2,0,34.85
5,0,314.34
5,0,189.56
4,0,348.13
4,0,77.57
4,0,34.8
5,0,45.86
5,0,153.71
5,0,41.75
5,0,146.02
5,0,39.85
4,0,120.18
4,0,327.82
1,0,312.91
5,0,98.14
5,0,195.0
5,0,139.31
5,0,264.82
5,0,169.14
5,0,35.05
4,0,1756.1
4,0,396.45
5,0,100.02
4,0,102.53
1,0,155.14
4,0,71.53
3,0,58.05
1,0,196.88
4,0,209.71
5,0,114.85
1,1,297.62
1,1,340.81
5,0,62.27
5,0,81.89
1,0,162.19
3,0,86.96
5,0,45.8
4,0,222.55
4,0,302.64
5,0,215.27
1,0,77.11
3,0,57.13
5,0,192.66
3,1,61.43
5,0,79.31
1,1,141.44
4,0,373.14
1,0,87.5
5,0,123.69
5,0,57.77
5,0,65.09
1,1,195.42
5,0,298.35
5,0,54.51
5,0,107.21
4,0,56.03
4,0,232.7
5,0,67.5
5,0,128.78
1,1,75.07
5,0,53.75
4,0,64.1
5,0,213.68
5,0,211.58
5,0,278.22
5,0,326.92
4,0,213.94
5,0,143.06
1,1,103.51
3,1,39.47
5,0,134.14
1,1,60.86
4,0,349.95
5,0,517.44
5,0,86.71
3,0,69.67
5,0,77.57
5,0,233.42
5,0,60.08
4,0,52.93
5,0,66.1
3,0,327.17
1,0,85.14
4,0,746.65
1,1,61.11
5,0,32.77
4,0,80.51
5,0,134.34
4,1,45.2
3,0,359.96
4,0,46.69
4,0,202.26
5,0,35.77
5,0,78.65
5,0,213.6
5,0,43.0
5,0,209.0
5,0,81.72
5,0,52.27
5,0,350.18
4,0,177.32
4,0,31.68
5,0,81.12
4,0,132.95
5,1,18.61
2,0,90.18
4,0,245.19
4,0,37.81
1,0,87.2
1,0,157.3
5,0,59.75
5,0,222.16
4,0,130.34
5,0,213.73
3,0,83.65
1,0,95.23
5,0,224.17
2,0,448.4
4,0,57.29
5,0,72.67
5,0,164.63
5,0,61.69
5,0,177.93
4,0,116.79
5,0,200.04
3,0,34.23
4,0,125.43
5,0,118.49
4,0,372.0
3,0,189.37
1,0,194.97
1,0,209.57
5,0,248.28
4,0,70.29
4,0,27.39
5,0,113.11
1,0,71.72
5,0,48.72
5,0,183.49
1,0,85.75
5,0,226.16
5,0,438.76
5,0,322.89
5,0,209.91
5,0,51.09
1,0,164.54
4,0,30.96
4,0,91.05
4,1,236.7
4,0,210.11
5,0,191.32
4,0,272.45
5,0,327.96
4,0,151.49
5,0,37.77
3,0,37.0
5,1,819.35
2,0,119.4
1,0,287.53
5,0,75.07
1,0,90.44
4,0,153.3
4,0,129.19
4,0,186.55
5,0,75.07
5,0,151.7
5,0,51.39
5,0,125.8
1,1,224.7
5,0,81.36
1,0,708.28
5,0,71.14
1,1,285.63
3,0,29.85
1,0,93.32
5,0,119.18
5,0,160.22
4,0,82.44
5,0,171.34
1,0,368.46
5,0,174.04
3,0,135.17
4,1,213.67
3,0,332.65
5,0,163.69
5,0,200.82
4,0,92.89
5,0,47.9
5,0,35.91
1,0,106.78
1,0,40.1
4,0,127.56
5,0,25.87
4,0,193.25
5,0,224.1
1,0,144.03
5,0,85.54
5,0,160.37
1,1,163.58
4,0,177.11
1,0,129.88
5,0,213.74
1,0,57.5
5,0,130.0
4,0,125.97
5,0,441.72
5,0,187.24
5,0,497.25
5,0,82.73
5,0,171.27
1,1,120.18
5,0,115.51
1,0,341.0
2,0,59.34
1,0,173.67
4,0,43.3
5,0,59.75
4,0,40.17
4,0,92.78
1,1,101.44
4,0,126.19
4,0,137.07
4,0,55.0
5,1,64.0
3,0,106.5
1,0,199.49
5,0,52.78
4,0,53.95
1,0,92.6
5,0,136.04
5,0,540.79
1,1,48.17
5,0,242.13
5,0,612.54
5,0,150.28
5,0,30.78
2,0,272.52
5,0,87.08
5,0,63.83
5,0,199.82
5,0,37.13
2,0,45.11
5,0,262.26
5,0,53.24
5,0,50.1
5,0,511.2
4,0,91.66
5,0,201.05
5,0,491.03
5,0,136.31
5,0,181.39
2,0,397.04
4,0,60.8
1,0,86.78
4,0,123.18
5,0,216.82
5,0,73.34
4,0,82.73
1,0,25.23
5,0,34.22
5,0,167.51
1,0,218.78
1,0,79.51
5,0,52.39
1,0,36.17
5,0,252.38
5,0,28.75
5,0,100.04
4,0,37.86
5,0,62.31
5,0,95.48
5,0,133.06
5,0,31.75
5,0,158.55
1,0,514.63
1,1,134.48
5,0,116.5
2,0,108.91
4,0,54.17
4,0,155.64
5,0,77.2
5,0,200.76
5,0,229.56
5,0,67.98
4,0,74.07
5,0,139.8
5,0,27.29
5,1,61.01
5,0,413.96
5,0,74.29
4,0,41.05
5,0,167.86
4,0,128.96
5,0,151.09
5,0,47.22
4,0,26.68
5,0,91.96
4,0,141.35
3,0,146.66
5,0,65.79
5,0,133.57
5,0,139.71
4,0,52.5
3,0,150.14
3,0,90.28
5,0,58.63
2,0,88.78
3,0,322.84
5,0,206.87
5,0,65.09
5,0,104.37
1,0,914.68
1,0,82.84
5,0,131.75
1,0,187.59
5,0,37.99
5,0,83.65
5,0,153.27
5,0,82.33
4,0,225.06
5,0,68.73
5,1,162.66
5,0,41.29
5,0,1042.68
5,0,65.0
2,0,144.5
1,0,150.34
5,0,445.55
5,0,111.91
5,0,51.13
3,0,325.37
5,0,217.9
4,0,114.29
4,0,51.02
1,0,166.7
1,0,921.05
5,0,158.52
5,0,53.54
5,0,1168.71
1,0,107.85
2,0,151.92
1,1,43.13
4,0,25.1
3,0,122.73
1,0,99.43
5,0,107.38
5,0,205.28
2,0,112.13
4,0,258.02
1,0,522.34
5,0,111.18
5,0,126.54
5,0,132.02
5,0,553.71
3,0,135.74
3,0,343.57
5,0,107.52
1,0,143.68
1,0,108.2
5,0,115.57
5,0,1312.67
4,0,228.62
5,0,208.2
5,0,113.56
1,0,73.2
1,0,421.33
5,0,40.0
5,0,50.5
2,0,163.79
5,0,82.68
3,0,176.88
5,0,284.49
5,0,89.58
5,0,264.22
4,0,108.51
4,0,159.26
1,1,97.71
3,0,133.62
5,0,55.0
5,0,112.25
5,0,16.36
4,0,40.09
5,0,47.99
1,1,80.19
4,0,49.74
5,0,109.21
5,0,37.71
4,0,98.54
5,0,188.41
4,0,268.84
5,0,516.28
5,0,94.76
5,0,111.02
4,0,127.69
5,1,308.96
5,0,36.11
4,0,140.33
5,0,357.77
5,0,69.84
5,0,181.11
5,0,125.06
1,1,222.68
4,0,269.78
5,0,116.24
5,0,113.15
5,0,92.3
3,0,135.59
5,0,213.41
5,0,162.96
5,1,173.32
5,0,137.32
5,0,225.71
5,0,75.36
5,0,143.25
2,0,714.91
3,0,41.6
5,0,127.81
5,0,205.76
1,0,263.45
5,0,58.1
5,0,28.47
4,0,57.94
1,1,62.7
5,0,110.08
5,0,262.03
5,0,76.08
3,0,121.18
5,0,173.89
5,0,182.79
5,0,122.0
5,0,55.24
4,0,100.04
4,0,217.82
2,0,148.85
5,0,57.55
5,0,106.33
4,0,63.01
5,0,87.64
5,0,141.66
1,0,153.32
5,0,73.38
5,1,281.73
4,1,27.29
1,0,57.53
5,0,66.1
5,0,35.14
5,0,27.98
5,0,165.45
5,0,33.4
4,1,151.7
5,1,457.44
1,0,108.22
5,0,566.09
5,0,67.56
1,0,370.51
1,0,262.37
4,0,119.34
5,0,63.6
5,0,133.48
1,0,308.43
2,0,235.9
5,0,63.09
5,0,113.09
1,1,97.71
5,0,125.08
5,0,56.24
5,0,36.85
5,0,64.22
5,0,50.15
1,0,372.84
5,0,62.05
1,0,296.28
4,0,73.34
5,0,203.23
1,0,161.02
5,0,29.51
4,0,68.59
1,0,737.36
5,0,21.38
4,1,88.65
5,1,73.27
5,0,64.09
4,0,171.61
5,0,83.32
4,0,108.21
1,0,236.7
5,0,102.96
5,0,33.34
5,0,67.22
1,0,458.38
5,0,112.3
5,0,214.87
5,0,370.52
4,0,59.9
4,0,95.02
5,0,116.44
5,0,90.02
5,0,178.9
5,0,125.64
5,0,186.85
3,0,294.32
3,0,82.06
5,0,36.35
5,0,30.02
4,0,20.75
4,0,89.91
3,0,252.46
3,1,1223.7
4,0,45.84
1,0,71.43
2,0,349.46
1,1,86.15
5,0,32.38
5,0,45.49
3,0,122.4
5,0,159.31
1,0,92.03
5,0,262.66
1,0,129.13
1,0,162.96
5,0,87.62
5,0,230.54
1,0,125.38
5,0,157.2
5,0,193.79
1,0,137.94
1,1,33.12
5,0,106.87
3,0,62.29
5,0,85.15
1,1,424.97
4,0,190.67
5,0,594.23
4,0,90.88
4,0,90.97
5,0,118.84
4,0,130.16
5,0,107.78
4,0,66.69
3,0,247.88
4,0,395.0
4,0,116.85
5,0,119.84
5,0,129.92
5,0,67.23
5,0,81.72
4,0,223.12
2,0,341.51
5,0,64.4
4,0,116.75
5,0,69.82
5,0,257.65
5,0,288.51
5,0,211.77
4,0,387.8
5,0,35.81
1,1,166.29
5,0,125.38
4,0,54.0
5,0,95.95
5,0,105.59
3,0,130.65
5,0,39.32
4,0,70.27
5,0,77.19
4,0,70.83
4,0,74.0
5,0,92.02
4,0,51.57
5,0,197.6
5,0,91.29
5,1,54.89
3,0,94.39
5,0,28.75
5,0,50.0
5,1,68.75
5,0,192.3
5,0,117.88
5,0,58.75
3,0,27.23
2,0,40.92
3,0,217.54
5,0,26.38
5,0,72.14
5,0,284.23
5,0,151.15
4,0,216.94
4,0,73.15
5,0,56.34
3,0,299.7
5,0,139.02
5,0,59.29
5,0,48.08
4,0,28.18
1,0,113.26
4,0,70.83
5,0,72.05
1,0,186.01
5,0,673.25
4,0,87.9
5,0,28.22
5,0,82.79
4,0,266.34
1,0,235.26
5,0,82.03
5,0,96.01
4,0,243.86
5,0,1458.51
5,0,27.17
3,0,137.65
5,0,41.25
4,0,74.74
5,0,81.63
5,0,86.44
5,0,665.88
5,0,95.18
5,0,104.37
5,0,165.21
5,1,407.19
1,1,97.8
1,1,191.58
5,0,222.42
5,0,583.82
5,0,509.97
5,0,67.57
4,0,79.33
3,0,73.72
4,0,184.12
1,0,261.62
5,0,53.34
4,0,64.16
5,0,47.38
5,0,153.32
5,0,154.73
2,0,123.62
3,0,58.03
5,0,64.24
5,0,36.34
5,0,190.37
4,0,46.52
5,0,76.7
5,0,279.12
5,0,38.42
5,0,98.35
5,0,48.73
4,0,83.35
1,0,263.12
5,0,20.3
4,0,74.78
5,0,275.08
2,0,41.09
5,0,37.23
5,0,40.0
5,0,159.1
5,0,261.95
4,0,52.75
3,0,105.42
3,0,161.1
4,0,108.26
4,0,318.4
4,0,23.27
2,0,181.55
3,0,305.43
4,0,99.18
5,0,26.77
5,0,106.38
3,0,169.94
5,0,33.09
4,0,63.42
5,0,125.42
1,0,197.55
5,0,36.78
5,0,80.32
5,0,60.85
5,0,61.05
5,0,330.66
5,0,171.12
5,0,42.78
4,0,821.03
5,0,254.23
5,0,858.65
5,0,226.95
4,1,40.12
5,0,294.98
1,0,190.18
4,0,118.92
5,0,15.77
5,0,23.29
5,0,96.79
3,0,295.4
5,0,66.05
4,0,28.95
5,0,139.29
1,1,70.04
5,0,457.2
4,0,979.26
5,0,31.79
5,0,103.58
